Moisture,EC,Soil_Temperature,N,P,K,Soil_Type,N_Class,P_Class,K_Class
46.67,3.12,34.11,91.9,57.97,77.73,Sandy,High,High,High
66.03,3.32,31.44,98.54,73.43,91.53,Clay,High,High,High
45.39,2.92,36.05,82.94,61.55,82.94,Peaty,High,High,High
29.18,3.05,26.89,87.31,73.19,82.89,Peaty,High,High,High
61.21,2.15,22.87,81.26,56.21,89.14,Clay,High,High,High
42.82,2.98,29.26,92.17,75.0,81.23,Clay,High,High,High
10.55,1.41,30.07,66.05,52.34,76.92,Clay,High,Medium,High
44.61,1.7,29.84,78.73,52.11,62.44,Loamy,High,Medium,High
68.56,1.45,30.43,76.88,52.95,78.5,Loamy,High,Medium,High
32.74,1.9,38.87,73.65,72.58,70.09,Loamy,High,High,High
25.74,1.36,37.85,53.81,57.53,52.91,Silty,Medium,High,Medium
15.04,3.38,37.27,83.06,60.99,95.0,Peaty,High,High,High
15.6,1.44,35.63,67.09,54.28,63.83,Peaty,High,Medium,High
35.29,0.79,38.76,51.6,29.93,52.98,Sandy,Medium,Low,Medium
46.7,2.08,20.17,80.02,46.16,72.37,Loamy,High,Medium,High
10.64,0.67,23.83,40.67,34.58,42.14,Silty,Medium,Medium,Medium
70.77,0.83,28.89,68.61,44.46,56.84,Silty,High,Medium,High
57.86,1.16,36.62,68.4,66.54,43.8,Peaty,High,High,Medium
46.06,1.89,29.11,81.34,43.28,60.58,Loamy,High,Medium,High
62.99,1.8,34.46,71.14,46.03,70.97,Sandy,High,Medium,High
10.61,2.9,21.06,81.52,61.98,87.24,Loamy,High,High,High
38.38,2.72,23.55,100.0,64.38,93.03,Clay,High,High,High
49.11,1.78,34.1,74.36,57.13,66.83,Loamy,High,High,High
63.01,1.5,21.62,85.98,72.96,73.46,Clay,High,High,High
59.84,1.45,25.73,87.59,62.18,56.39,Clay,High,High,High
24.39,2.82,23.83,78.99,65.84,70.43,Sandy,High,High,High
70.86,0.66,25.7,57.4,50.75,66.06,Peaty,Medium,Medium,High
13.7,0.54,33.58,37.82,42.71,52.99,Loamy,Medium,Medium,Medium
66.26,2.89,26.09,100.0,63.66,87.84,Clay,High,High,High
72.97,1.93,30.22,85.61,69.89,78.16,Loamy,High,High,High
17.4,0.89,20.2,55.97,50.61,63.13,Peaty,Medium,Medium,High
55.54,1.21,35.71,68.21,54.82,64.75,Peaty,High,Medium,High
7.82,3.3,26.14,86.39,62.68,78.49,Silty,High,High,High
33.38,3.08,32.27,96.9,73.13,95.0,Peaty,High,High,High
41.14,2.63,33.96,75.16,55.79,73.3,Sandy,High,High,High
45.65,1.95,22.61,83.81,55.08,63.62,Clay,High,High,High
70.52,2.06,37.46,73.85,65.56,84.04,Silty,High,High,High
52.06,3.43,31.56,90.62,51.88,92.85,Sandy,High,Medium,High
38.69,3.4,27.43,96.43,71.07,74.83,Loamy,High,High,High
61.68,1.15,22.01,72.54,45.1,66.77,Clay,High,Medium,High
71.54,2.93,38.73,91.57,75.0,90.14,Peaty,High,High,High
6.54,1.09,34.61,63.11,68.71,70.6,Clay,Medium,High,High
73.78,1.14,22.58,69.54,48.93,67.33,Loamy,High,Medium,High
11.03,2.53,25.43,70.84,43.02,70.19,Silty,High,Medium,High
62.01,1.72,35.81,79.66,56.6,70.08,Silty,High,High,High
24.62,3.29,33.3,90.6,61.29,78.49,Silty,High,High,High
14.25,0.77,34.85,48.13,53.61,63.87,Peaty,Medium,Medium,High
35.79,2.03,27.71,73.63,55.3,60.23,Sandy,High,High,High
50.08,3.26,33.76,90.91,63.19,80.38,Sandy,High,High,High
31.67,3.21,26.5,98.18,66.84,88.95,Clay,High,High,High
8.82,0.97,22.65,54.22,35.8,44.87,Peaty,Medium,Medium,Medium
46.96,1.6,31.92,60.38,60.72,76.71,Silty,Medium,High,High
68.17,2.36,39.47,79.64,75.0,78.05,Silty,High,High,High
31.83,0.98,24.83,59.18,39.58,65.35,Loamy,Medium,Medium,High
20.14,3.4,28.14,100.0,52.78,81.07,Loamy,High,Medium,High
35.98,3.24,32.83,94.93,61.05,87.74,Silty,High,High,High
8.39,1.0,29.91,49.98,34.91,56.53,Silty,Medium,Medium,High
62.43,0.86,36.56,70.38,45.15,70.08,Peaty,High,Medium,High
62.84,0.76,34.76,51.01,39.23,68.97,Sandy,Medium,Medium,High
46.16,3.23,19.28,95.95,62.69,84.05,Loamy,High,High,High
29.72,1.08,39.97,57.61,47.21,54.22,Sandy,Medium,Medium,Medium
60.98,1.75,34.55,85.86,63.49,67.71,Peaty,High,High,High
43.83,1.85,37.01,78.93,52.66,67.1,Silty,High,Medium,High
62.82,2.3,32.33,78.04,50.34,78.48,Sandy,High,Medium,High
49.2,0.72,36.84,57.15,49.93,59.14,Silty,Medium,Medium,High
59.91,1.18,20.47,66.02,40.31,70.64,Silty,High,Medium,High
46.9,3.29,25.65,100.0,72.31,95.0,Clay,High,High,High
33.99,3.23,37.28,85.64,51.33,81.64,Sandy,High,Medium,High
72.06,2.84,22.44,92.53,44.12,72.42,Sandy,High,Medium,High
42.88,0.56,19.72,45.55,29.37,55.0,Silty,Medium,Low,High
47.36,1.48,35.34,68.54,53.98,67.39,Peaty,High,Medium,High
20.43,2.38,36.38,87.65,60.3,85.28,Clay,High,High,High
48.8,1.33,21.58,68.34,49.92,56.47,Silty,High,Medium,High
45.01,3.23,36.8,100.0,65.72,95.0,Loamy,High,High,High
17.94,2.4,33.11,81.01,53.3,78.91,Loamy,High,Medium,High
9.17,0.72,29.44,54.5,58.94,62.88,Clay,Medium,High,High
47.31,3.23,36.27,94.33,75.0,92.47,Peaty,High,High,High
58.46,3.37,27.22,94.05,73.77,80.21,Silty,High,High,High
41.64,0.73,22.27,53.53,45.85,47.37,Sandy,Medium,Medium,Medium
20.87,2.1,24.27,75.6,59.57,64.51,Clay,High,High,High
51.66,1.41,29.11,69.46,48.74,68.44,Peaty,High,Medium,High
10.61,1.68,29.69,57.85,49.83,47.81,Sandy,Medium,Medium,Medium
35.93,1.04,35.72,50.01,46.36,64.95,Loamy,Medium,Medium,High
16.44,2.23,35.41,82.11,51.13,49.04,Loamy,High,Medium,Medium
17.91,3.37,30.79,84.68,48.53,85.52,Sandy,High,Medium,High
19.16,2.01,35.18,79.03,62.72,66.39,Clay,High,High,High
32.07,0.75,22.22,58.5,48.03,49.69,Loamy,Medium,Medium,Medium
8.58,2.36,19.1,75.61,47.74,75.08,Silty,High,Medium,High
32.85,1.52,37.22,53.48,49.44,63.07,Sandy,Medium,Medium,High
40.82,3.07,19.66,81.84,43.6,83.51,Sandy,High,Medium,High
38.83,1.8,23.43,81.4,57.18,63.33,Loamy,High,High,High
31.79,1.08,33.3,68.96,51.48,71.15,Clay,High,Medium,High
63.74,1.07,27.01,54.21,57.97,58.65,Silty,Medium,High,High
15.17,2.81,37.28,97.12,66.32,84.37,Clay,High,High,High
40.4,1.3,24.56,63.86,57.11,73.7,Peaty,Medium,High,High
9.34,2.8,18.26,84.93,55.71,67.55,Peaty,High,High,High
9.98,1.12,24.61,72.84,48.87,64.34,Loamy,High,Medium,High
45.17,1.47,30.72,59.96,63.58,71.23,Loamy,Medium,High,High
44.62,1.9,26.27,69.13,55.91,71.38,Loamy,High,High,High
66.46,3.33,29.77,100.0,74.01,85.06,Peaty,High,High,High
44.05,3.3,37.29,84.98,68.4,92.22,Clay,High,High,High
72.19,1.12,38.07,61.38,59.76,66.11,Clay,Medium,High,High
8.41,1.57,23.85,75.83,62.81,71.42,Loamy,High,High,High
11.86,0.95,28.17,48.04,49.25,51.16,Silty,Medium,Medium,Medium
8.08,2.03,30.08,90.04,52.17,67.05,Clay,High,Medium,High
17.97,1.88,38.88,63.38,61.14,59.5,Peaty,Medium,High,High
42.89,3.2,39.97,81.81,56.27,79.93,Sandy,High,High,High
50.19,3.29,23.18,93.23,60.34,90.96,Sandy,High,High,High
8.19,1.65,33.99,59.43,42.08,58.9,Sandy,Medium,Medium,High
71.22,1.98,26.32,74.75,61.2,70.26,Silty,High,High,High
63.95,3.19,18.18,99.22,64.21,95.0,Loamy,High,High,High
25.76,2.92,18.2,91.78,60.79,76.67,Peaty,High,High,High
10.4,0.51,28.13,52.25,47.16,39.35,Silty,Medium,Medium,Medium
16.89,1.46,28.74,70.17,47.53,65.3,Peaty,High,Medium,High
13.89,1.77,18.5,67.88,45.95,66.81,Peaty,High,Medium,High
13.63,1.19,33.11,56.22,51.01,56.79,Loamy,Medium,Medium,High
41.3,1.1,24.47,52.61,39.71,49.11,Sandy,Medium,Medium,Medium
22.21,0.61,30.32,48.46,47.36,64.84,Loamy,Medium,Medium,High
30.07,2.43,24.62,76.63,55.48,67.52,Silty,High,High,High
74.27,1.29,21.68,72.89,53.49,52.66,Silty,High,Medium,Medium
52.9,0.66,26.96,53.56,50.01,54.29,Silty,Medium,Medium,Medium
71.43,1.19,23.11,85.15,41.95,74.07,Loamy,High,Medium,High
14.98,2.91,29.77,96.35,50.89,78.53,Peaty,High,Medium,High
31.75,3.05,22.37,94.32,52.27,86.61,Peaty,High,Medium,High
43.83,1.95,29.18,86.55,60.67,68.68,Clay,High,High,High
10.37,1.75,21.46,57.74,44.77,63.17,Silty,Medium,Medium,High
5.29,3.43,32.76,88.68,46.51,78.65,Peaty,High,Medium,High
51.93,1.1,34.59,78.13,72.6,70.08,Clay,High,High,High
49.93,1.15,20.43,65.41,34.22,67.51,Peaty,High,Medium,High
33.76,1.38,28.29,69.45,49.95,59.69,Silty,High,Medium,High
39.28,1.02,19.56,63.0,48.59,43.88,Sandy,Medium,Medium,Medium
34.08,1.64,31.16,68.21,46.78,54.4,Silty,High,Medium,Medium
6.68,3.23,23.82,85.15,66.24,94.05,Loamy,High,High,High
28.48,2.35,29.61,78.29,50.87,69.71,Peaty,High,Medium,High
17.4,1.74,29.38,73.35,54.74,71.36,Peaty,High,Medium,High
11.89,3.3,38.34,85.03,49.86,87.98,Loamy,High,Medium,High
71.97,0.65,30.08,64.43,62.94,55.49,Loamy,Medium,High,High
46.96,1.13,30.83,61.35,49.72,53.35,Sandy,Medium,Medium,Medium
56.01,2.2,26.84,80.19,47.5,88.82,Peaty,High,Medium,High
27.08,2.35,38.88,72.8,67.04,95.0,Peaty,High,High,High
32.52,0.62,35.1,35.17,59.05,47.26,Sandy,Medium,High,Medium
21.58,1.71,24.28,73.66,46.5,66.18,Clay,High,Medium,High
11.79,2.45,36.57,72.71,54.78,57.3,Sandy,High,Medium,High
17.53,2.59,27.51,69.96,51.66,59.62,Silty,High,Medium,High
60.83,2.41,36.23,85.61,59.44,75.96,Peaty,High,High,High
52.43,1.46,36.1,71.05,51.86,67.43,Loamy,High,Medium,High
43.29,0.78,22.16,51.08,39.48,51.95,Silty,Medium,Medium,Medium
38.26,1.78,33.43,78.03,52.86,75.24,Peaty,High,Medium,High
69.57,0.89,24.39,68.68,45.66,57.9,Sandy,High,Medium,High
10.09,3.34,24.54,91.25,55.5,83.53,Silty,High,High,High
24.64,1.93,24.52,70.4,59.92,64.21,Peaty,High,High,High
29.5,1.45,33.96,83.55,61.87,68.21,Clay,High,High,High
59.77,2.8,23.06,100.0,53.21,85.03,Clay,High,Medium,High
74.48,1.99,18.02,85.21,54.05,68.17,Loamy,High,Medium,High
21.85,1.43,33.74,60.31,63.36,49.94,Peaty,Medium,High,Medium
66.2,2.94,21.77,100.0,69.08,85.29,Clay,High,High,High
63.14,3.1,20.3,91.29,64.05,64.09,Sandy,High,High,High
20.73,2.52,23.23,77.54,58.86,66.94,Peaty,High,High,High
32.95,0.64,26.36,47.41,41.04,52.06,Sandy,Medium,Medium,Medium
33.68,2.2,28.47,67.8,54.23,68.84,Sandy,High,Medium,High
73.48,2.79,18.98,97.0,62.4,88.95,Clay,High,High,High
17.66,0.91,39.35,61.62,58.12,66.1,Peaty,Medium,High,High
60.94,1.19,33.75,66.19,50.43,56.67,Silty,High,Medium,High
28.39,3.15,25.11,100.0,63.9,92.24,Clay,High,High,High
56.16,0.56,25.01,70.57,56.39,54.66,Clay,High,High,Medium
34.4,2.76,27.87,82.01,59.22,82.59,Peaty,High,High,High
45.49,1.92,31.78,73.05,58.28,73.97,Peaty,High,High,High
63.28,1.84,21.22,80.79,50.27,67.83,Sandy,High,Medium,High
61.29,0.52,22.16,62.26,47.14,53.88,Peaty,Medium,Medium,Medium
65.65,2.96,36.91,76.18,63.92,85.32,Sandy,High,High,High
9.17,1.58,23.64,73.34,47.03,68.12,Clay,High,Medium,High
53.44,2.12,26.36,88.1,54.41,66.93,Loamy,High,Medium,High
14.8,2.53,37.17,74.84,57.02,77.69,Silty,High,High,High
34.11,2.61,32.59,83.64,72.58,74.49,Clay,High,High,High
43.4,3.37,25.52,100.0,71.23,82.81,Peaty,High,High,High
33.19,2.09,33.04,60.65,43.55,70.16,Silty,Medium,Medium,High
41.37,1.7,18.43,78.36,49.54,72.77,Loamy,High,Medium,High
74.76,3.36,34.18,100.0,68.68,95.0,Loamy,High,High,High
14.47,2.43,28.71,73.53,41.39,69.78,Sandy,High,Medium,High
52.28,1.39,35.89,67.47,56.92,55.42,Silty,High,High,High
32.72,0.88,39.0,42.57,48.39,49.7,Sandy,Medium,Medium,Medium
14.31,3.03,38.37,92.51,75.0,71.93,Clay,High,High,High
16.11,1.59,38.0,58.01,49.75,54.22,Silty,Medium,Medium,Medium
71.45,2.48,29.27,88.13,60.68,77.22,Clay,High,High,High
66.57,1.91,25.92,77.82,48.68,68.69,Sandy,High,Medium,High
68.49,1.1,28.23,57.89,48.35,77.32,Silty,Medium,Medium,High
74.41,2.31,33.18,73.85,66.54,81.15,Sandy,High,High,High
19.58,0.68,37.45,48.64,52.13,34.42,Silty,Medium,Medium,Medium
29.88,1.74,22.55,63.44,72.32,49.77,Sandy,Medium,High,Medium
51.85,2.14,38.2,82.54,54.49,69.95,Loamy,High,Medium,High
38.87,1.81,35.93,62.72,55.83,52.69,Sandy,Medium,High,Medium
34.29,2.75,39.53,95.22,61.15,82.01,Loamy,High,High,High
30.05,2.98,37.37,73.31,65.38,79.74,Sandy,High,High,High
46.56,2.81,24.16,81.51,70.64,68.53,Silty,High,High,High
