Moisture,pH,EC,N,P,K,Soil_Type,N_Class,P_Class,K_Class,Soil_Temperature
26.34,6.53,1.81,34.07,50.63,51.32,Silty,Low,High,Medium,33.5
15.27,6.58,1.7,51.45,54.58,21.24,Sandy,Medium,High,Low,36.53
63.56,5.77,2.16,44.42,33.68,64.9,Peaty,Medium,Medium,Medium,26.43
52.6,6.89,1.6,45.13,13.9,41.91,Silty,Medium,Low,Medium,29.85
32.59,6.64,1.86,93.04,37.48,21.83,Silty,High,Medium,Low,24.17
24.33,5.46,1.87,54.91,38.54,73.79,Sandy,Medium,Medium,High,36.62
34.68,5.78,1.64,42.14,68.17,27.3,Clay,Medium,High,Low,28.71
71.36,5.8,2.44,30.44,46.67,77.43,Peaty,Low,Medium,High,24.84
54.94,6.88,2.28,65.48,39.46,61.13,Silty,Medium,Medium,Medium,32.42
46.45,6.49,2.04,36.94,58.22,46.55,Peaty,Low,High,Medium,28.1
54.65,6.75,2.13,99.27,11.02,45.37,Silty,High,Low,Medium,28.87
18.7,5.69,1.41,21.77,49.76,44.57,Loamy,Low,Medium,Medium,25.51
48.92,6.32,1.63,30.46,15.93,52.36,Clay,Low,Low,Medium,23.17
57.49,5.49,2.03,37.99,45.36,47.67,Clay,Low,Medium,Medium,30.1
14.13,6.53,1.86,99.53,29.66,39.21,Sandy,High,Medium,Medium,31.57
14.36,6.74,2.02,62.44,48.98,53.53,Sandy,Medium,Medium,Medium,35.43
33.22,7.76,2.28,50.55,69.92,83.28,Clay,Medium,High,High,22.41
38.22,5.14,2.03,82.8,37.01,27.35,Silty,High,Medium,Low,25.91
53.64,5.91,2.24,58.06,51.96,44.73,Clay,Medium,High,Medium,31.37
40.59,7.26,2.26,57.35,38.74,82.32,Silty,Medium,Medium,High,33.75
30.11,8.0,2.13,94.25,23.18,72.09,Loamy,High,Low,High,28.57
30.14,7.3,1.81,74.07,58.2,18.45,Silty,High,High,Low,25.76
22.84,6.85,1.69,48.43,28.81,85.64,Loamy,Medium,Medium,High,28.05
38.12,5.38,2.07,91.2,34.31,38.37,Clay,High,Medium,Medium,28.95
54.95,5.2,1.78,43.68,40.74,35.91,Silty,Medium,Medium,Medium,25.75
53.73,6.93,2.6,77.01,63.86,65.87,Clay,High,High,High,31.81
26.88,5.65,1.61,24.74,25.08,69.32,Silty,Low,Medium,High,32.3
72.61,6.06,1.79,36.14,27.59,45.09,Peaty,Low,Medium,Medium,22.93
16.51,7.34,2.0,95.98,67.11,43.09,Sandy,High,High,Medium,31.95
26.68,5.73,2.07,89.38,57.9,41.21,Sandy,High,High,Medium,26.56
22.58,5.12,1.73,77.99,50.85,25.11,Sandy,High,High,Low,26.91
66.41,6.2,2.15,27.14,62.78,36.58,Peaty,Low,High,Medium,27.84
15.05,5.33,1.94,59.89,54.28,83.74,Sandy,Medium,High,High,36.35
20.48,7.25,1.8,48.62,28.47,60.97,Sandy,Medium,Medium,Medium,25.28
38.64,6.08,1.44,47.25,29.76,23.95,Clay,Medium,Medium,Low,23.03
43.46,6.42,2.52,64.01,45.56,86.44,Clay,Medium,Medium,High,28.47
66.54,5.41,1.84,65.48,18.05,27.05,Peaty,Medium,Low,Low,26.17
8.33,6.89,1.69,38.27,67.96,46.55,Sandy,Low,High,Medium,30.45
21.25,5.09,2.03,95.43,17.15,55.27,Loamy,High,Low,Medium,24.33
42.81,7.29,2.17,63.5,36.89,56.25,Silty,Medium,Medium,Medium,29.42
41.96,5.66,1.79,23.05,61.98,53.04,Loamy,Low,High,Medium,25.15
8.16,7.79,1.17,38.32,14.47,51.55,Sandy,Low,Low,Medium,37.59
53.95,7.83,2.58,90.07,28.51,72.1,Silty,High,Medium,High,31.22
43.45,7.09,2.6,71.01,54.44,77.68,Silty,High,High,High,28.31
37.76,5.78,1.7,59.94,10.98,45.8,Loamy,Medium,Low,Medium,26.19
47.62,6.15,1.98,49.83,28.93,70.2,Silty,Medium,Medium,High,33.78
14.56,5.03,1.59,32.78,52.74,64.36,Sandy,Low,High,Medium,26.3
35.85,7.81,2.24,73.69,19.73,87.7,Silty,High,Low,High,28.02
33.78,7.44,2.03,83.11,57.11,42.32,Loamy,High,High,Medium,29.73
8.85,6.95,1.29,74.64,30.68,23.45,Sandy,High,Medium,Low,29.87
58.21,5.28,2.31,50.84,42.07,55.45,Clay,Medium,Medium,Medium,23.01
31.54,5.63,1.95,68.78,39.66,66.91,Loamy,Medium,Medium,High,32.81
57.52,6.68,2.71,73.53,61.43,73.1,Clay,High,High,High,27.03
16.82,6.86,1.62,87.5,47.44,24.26,Sandy,High,Medium,Low,33.09
61.85,5.26,1.84,66.45,20.66,34.99,Clay,Medium,Low,Low,24.05
18.73,5.21,2.14,56.99,47.36,85.97,Sandy,Medium,Medium,High,34.86
31.91,6.8,2.36,69.16,41.37,88.6,Loamy,Medium,Medium,High,24.65
49.55,6.55,1.58,31.37,14.65,67.81,Clay,Low,Low,High,28.74
36.92,6.6,1.87,67.52,14.64,60.6,Loamy,Medium,Low,Medium,23.32
54.87,6.22,2.1,62.07,27.95,73.26,Clay,Medium,Medium,High,31.1
72.89,7.66,2.35,56.34,53.28,67.41,Peaty,Medium,High,High,25.8
51.37,6.8,1.92,32.76,51.82,62.57,Peaty,Low,High,Medium,26.51
53.95,6.95,2.62,96.31,36.98,72.86,Silty,High,Medium,High,24.3
58.97,6.27,1.99,36.44,36.97,59.89,Clay,Low,Medium,Medium,30.39
28.52,5.72,1.99,79.45,46.05,51.6,Loamy,High,Medium,Medium,27.17
34.34,7.73,2.08,68.52,30.24,77.08,Loamy,Medium,Medium,High,28.06
53.71,7.42,1.73,40.83,24.53,19.09,Peaty,Medium,Low,Low,29.68
31.44,5.52,1.79,60.38,23.8,80.53,Silty,Medium,Low,High,32.29
49.27,5.71,2.03,90.33,15.47,45.74,Peaty,High,Low,Medium,24.07
18.13,5.01,2.01,62.28,42.85,84.8,Sandy,Medium,Medium,High,27.79
18.58,5.31,1.99,92.25,63.72,24.61,Sandy,High,High,Low,34.33
70.57,7.04,2.76,95.55,60.36,48.29,Peaty,High,High,Medium,28.72
30.85,5.59,2.35,56.11,44.75,89.19,Silty,Medium,Medium,High,30.4
38.88,6.81,1.66,65.75,13.31,25.49,Silty,Medium,Low,Low,29.3
47.71,7.67,1.46,36.78,35.43,24.82,Peaty,Low,Medium,Low,29.39
47.1,6.95,1.95,64.29,49.96,34.75,Silty,Medium,Medium,Low,24.01
35.56,5.38,1.61,26.86,40.61,44.37,Silty,Low,Medium,Medium,28.58
50.54,7.22,2.29,59.26,48.97,54.76,Silty,Medium,Medium,Medium,28.17
44.38,7.09,2.27,94.1,56.44,34.22,Silty,High,High,Low,28.42
46.98,5.95,2.11,69.86,37.04,41.05,Peaty,Medium,Medium,Medium,26.96
52.19,6.53,2.64,93.42,34.47,81.46,Silty,High,Medium,High,24.19
52.4,6.59,2.27,51.92,48.74,53.74,Clay,Medium,Medium,Medium,27.33
23.96,6.01,1.96,85.28,42.93,48.55,Loamy,High,Medium,Medium,32.14
22.62,5.05,1.48,35.26,18.08,39.21,Loamy,Low,Low,Medium,31.93
47.03,7.75,2.15,59.81,29.76,75.5,Clay,Medium,Medium,High,30.98
20.04,7.21,2.08,82.23,56.29,62.83,Sandy,High,High,Medium,35.83
24.12,5.48,1.67,46.67,45.0,55.3,Sandy,Medium,Medium,Medium,34.64
13.41,5.49,1.63,40.3,61.42,57.45,Sandy,Medium,High,Medium,37.23
22.8,6.96,1.96,98.63,19.45,58.55,Sandy,High,Low,Medium,26.0
38.58,7.97,1.61,55.97,14.08,39.17,Silty,Medium,Low,Medium,30.2
46.82,5.02,1.55,34.74,32.01,16.13,Silty,Low,Medium,Low,26.43
9.8,6.27,1.3,31.88,54.72,21.52,Sandy,Low,High,Low,37.53
37.7,7.17,2.15,47.95,68.7,63.59,Silty,Medium,High,Medium,31.16
63.97,7.49,2.16,21.71,33.71,87.8,Clay,Low,Medium,High,29.61
21.82,6.62,1.49,40.53,10.12,65.84,Sandy,Medium,Low,High,26.12
39.24,5.31,2.21,97.61,64.06,20.39,Loamy,High,High,Low,29.73
63.34,7.92,2.04,41.06,19.44,72.24,Peaty,Medium,Low,High,26.73
38.5,6.93,1.53,31.74,24.46,36.46,Loamy,Low,Low,Medium,23.81
42.67,6.28,1.54,20.08,69.09,27.21,Clay,Low,High,Low,22.04
22.06,6.0,1.96,56.34,53.92,57.22,Loamy,Medium,High,Medium,25.32
41.71,5.27,2.17,95.93,15.37,80.74,Peaty,High,Low,High,20.38
40.89,6.5,2.1,63.95,53.79,61.6,Peaty,Medium,High,Medium,26.51
21.12,6.58,2.19,47.47,67.41,78.53,Sandy,Medium,High,High,26.4
52.88,6.17,2.12,21.58,57.68,77.36,Clay,Low,High,High,22.74
45.23,5.24,1.99,24.57,41.41,87.65,Silty,Low,Medium,High,23.06
52.71,6.86,1.52,33.16,14.94,35.57,Silty,Low,Low,Medium,28.45
33.04,5.41,1.46,23.28,24.8,67.98,Silty,Low,Low,High,29.65
57.06,7.8,2.02,60.72,31.92,54.6,Peaty,Medium,Medium,Medium,29.43
18.51,5.82,2.07,54.17,60.61,55.9,Sandy,Medium,High,Medium,34.36
46.83,6.16,1.96,52.03,47.6,40.16,Clay,Medium,Medium,Medium,23.99
26.66,5.71,1.83,53.18,44.06,60.51,Sandy,Medium,Medium,Medium,30.88
33.22,5.09,1.79,69.35,10.7,46.94,Silty,Medium,Low,Medium,25.81
25.93,6.22,1.78,53.49,11.31,63.61,Sandy,Medium,Low,Medium,30.59
50.02,7.47,2.01,66.55,15.26,55.08,Clay,Medium,Low,Medium,23.6
54.5,6.05,1.96,32.82,27.79,81.05,Peaty,Low,Medium,High,26.68
38.7,5.3,1.63,47.85,11.3,53.0,Loamy,Medium,Low,Medium,25.34
32.0,7.17,2.54,97.0,67.03,82.22,Silty,High,High,High,26.6
45.51,7.41,1.54,60.08,31.24,16.83,Clay,Medium,Medium,Low,27.41
22.09,7.32,1.89,67.74,58.45,25.61,Sandy,Medium,High,Low,25.71
33.36,5.54,1.47,34.27,15.76,30.7,Clay,Low,Low,Low,24.17
59.13,6.67,2.26,65.14,67.55,51.83,Clay,Medium,High,Medium,29.11
44.29,5.26,2.93,99.05,62.14,83.75,Loamy,High,High,High,29.5
44.72,7.92,2.12,79.79,15.14,83.96,Silty,High,Low,High,24.65
54.49,6.6,2.3,78.83,62.8,41.31,Clay,High,High,Medium,30.18
23.07,6.64,1.5,41.07,61.12,15.26,Sandy,Medium,High,Low,32.12
65.77,6.75,2.04,80.57,13.92,52.08,Peaty,High,Low,Medium,29.23
18.65,7.19,2.31,66.61,41.05,89.67,Sandy,Medium,Medium,High,36.04
15.58,7.49,1.23,32.63,42.72,19.66,Sandy,Low,Medium,Low,29.73
38.21,7.0,2.31,97.98,51.54,41.25,Loamy,High,High,Medium,27.24
67.05,6.3,2.47,27.53,57.18,72.81,Peaty,Low,High,High,24.27
29.57,5.52,1.71,97.08,29.95,23.8,Loamy,High,Medium,Low,25.46
49.93,7.82,2.18,91.8,38.25,48.84,Silty,High,Medium,Medium,33.19
36.77,5.5,1.57,58.7,30.38,29.02,Loamy,Medium,Medium,Low,27.01
45.01,5.67,2.21,92.67,14.66,59.94,Clay,High,Low,Medium,27.45
49.18,6.31,2.0,90.74,20.16,30.56,Silty,High,Low,Low,32.91
36.59,5.75,2.41,75.77,57.54,56.39,Silty,High,High,Medium,27.63
50.56,7.02,1.61,70.62,13.11,30.98,Peaty,High,Low,Low,27.58
72.5,5.36,2.35,35.89,41.11,66.1,Peaty,Low,Medium,High,25.09
37.73,5.07,2.18,44.38,55.15,57.42,Loamy,Medium,High,Medium,25.24
38.4,7.07,1.97,44.71,33.62,88.05,Loamy,Medium,Medium,High,26.81
55.47,5.97,2.18,90.29,37.02,50.61,Clay,High,Medium,Medium,25.31
50.45,6.88,1.99,91.74,40.55,28.79,Peaty,High,Medium,Low,29.16
37.48,7.83,2.19,88.84,28.3,71.85,Silty,High,Medium,High,33.88
37.43,7.43,2.37,66.28,43.54,79.0,Loamy,Medium,Medium,High,27.55
41.37,7.54,2.52,87.84,65.25,40.57,Clay,High,High,Medium,23.38
18.51,7.83,1.92,60.8,50.61,59.23,Sandy,Medium,High,Medium,29.14
21.35,5.71,2.03,82.87,61.76,60.09,Sandy,High,High,Medium,30.41
25.56,5.51,2.16,93.74,32.25,67.85,Sandy,High,Medium,High,37.54
30.42,5.25,2.48,59.5,67.13,84.12,Loamy,Medium,High,High,26.2
27.37,6.51,1.66,54.1,26.48,41.52,Sandy,Medium,Medium,Medium,31.98
54.83,7.73,1.54,43.81,35.26,16.19,Peaty,Medium,Medium,Low,22.71
39.43,6.59,2.38,94.74,22.05,71.51,Loamy,High,Low,High,24.38
48.41,7.83,1.35,31.93,21.4,21.69,Peaty,Low,Low,Low,28.34
45.51,7.44,2.27,52.57,48.52,71.65,Silty,Medium,Medium,High,26.54
25.36,7.0,2.15,74.57,50.0,87.69,Sandy,High,High,High,28.6
9.94,6.91,2.07,46.59,68.81,77.33,Sandy,Medium,High,High,31.37
39.88,7.39,1.58,41.17,39.45,31.47,Loamy,Medium,Medium,Low,30.33
22.59,6.13,1.57,38.04,67.21,42.65,Loamy,Low,High,Medium,29.97
23.64,5.15,1.9,65.49,28.19,60.67,Loamy,Medium,Medium,Medium,25.21
31.77,6.7,1.7,75.4,10.79,25.97,Silty,High,Low,Low,29.9
26.39,7.31,2.25,76.02,36.31,72.7,Silty,High,Medium,High,24.07
64.78,5.26,1.85,53.19,13.88,55.7,Peaty,Medium,Low,Medium,22.21
11.47,7.43,1.17,41.52,19.82,15.19,Sandy,Medium,Low,Low,26.87
68.15,5.58,2.19,99.7,10.93,55.69,Peaty,High,Low,Medium,28.82
8.59,5.93,2.14,86.34,42.12,67.38,Sandy,High,Medium,High,25.5
20.19,5.09,1.6,63.59,45.73,20.91,Sandy,Medium,Medium,Low,28.27
47.35,6.83,2.24,25.56,67.29,83.95,Clay,Low,High,High,31.89
24.59,6.98,1.69,39.18,64.33,41.13,Sandy,Low,High,Medium,32.25
62.45,6.8,2.06,63.43,58.22,22.69,Peaty,Medium,High,Low,25.31
21.9,7.92,1.65,65.76,11.34,65.08,Sandy,Medium,Low,High,26.37
27.69,7.27,1.84,97.12,35.68,30.86,Loamy,High,Medium,Low,28.01
27.63,6.3,1.36,31.47,57.47,23.26,Silty,Low,High,Low,27.46
17.51,5.29,1.15,26.12,38.97,27.77,Sandy,Low,Medium,Low,33.47
42.76,5.53,2.2,84.24,46.63,67.51,Silty,High,Medium,High,30.9
18.03,6.46,1.72,70.9,63.64,15.3,Sandy,High,High,Low,27.17
26.71,5.09,1.95,28.5,65.74,76.77,Silty,Low,High,High,31.25
37.54,7.48,2.48,90.93,63.41,51.28,Clay,High,High,Medium,24.71
30.31,6.02,1.94,80.32,21.95,81.2,Silty,High,Low,High,24.59
22.88,6.23,2.09,67.08,13.08,86.44,Loamy,Medium,Low,High,26.73
27.49,5.05,1.66,31.99,40.12,40.19,Silty,Low,Medium,Medium,27.39
16.55,7.28,1.7,45.82,64.9,26.62,Sandy,Medium,High,Low,34.75
72.99,5.92,2.02,50.01,29.62,48.45,Peaty,Medium,Medium,Medium,24.77
55.06,5.88,1.46,33.36,43.79,18.23,Peaty,Low,Medium,Low,22.22
35.81,7.51,1.68,56.81,51.0,33.24,Loamy,Medium,High,Low,27.26
30.67,7.57,2.14,71.81,34.27,58.45,Clay,High,Medium,Medium,22.65
12.23,6.17,1.94,55.5,66.28,46.47,Sandy,Medium,High,Medium,26.77
51.49,7.3,2.45,84.59,35.44,80.91,Peaty,High,Medium,High,25.3
29.38,5.46,1.56,33.81,36.85,37.82,Loamy,Low,Medium,Medium,25.65
16.22,5.65,1.62,50.76,49.88,37.27,Sandy,Medium,Medium,Medium,32.11
51.47,7.86,1.84,69.65,17.21,58.11,Clay,Medium,Low,Medium,30.16
40.91,5.81,1.71,59.99,13.81,22.64,Peaty,Medium,Low,Low,22.98
73.34,7.7,2.27,95.5,35.29,37.03,Peaty,High,Medium,Medium,26.13
27.18,6.36,1.62,72.4,18.59,31.18,Loamy,High,Low,Low,23.88
60.8,5.5,2.25,89.32,66.49,19.38,Clay,High,High,Low,25.35
19.18,7.68,1.85,93.51,18.55,45.46,Sandy,High,Low,Medium,28.28
35.36,7.97,1.54,29.59,68.57,31.16,Silty,Low,High,Low,31.2
51.57,5.55,2.13,36.55,41.69,78.49,Clay,Low,Medium,High,30.22
35.36,6.06,2.46,93.64,45.73,86.0,Silty,High,Medium,High,33.71
11.96,7.16,2.0,55.98,47.42,87.77,Sandy,Medium,Medium,High,27.99
42.62,7.72,2.09,37.07,47.86,58.43,Silty,Low,Medium,Medium,27.6
64.76,6.46,2.5,63.77,69.56,46.32,Clay,Medium,High,Medium,24.64
15.01,5.72,1.81,67.86,20.64,58.87,Sandy,Medium,Low,Medium,26.72
10.21,7.13,2.04,85.71,53.91,74.37,Sandy,High,High,High,26.47
32.53,7.55,1.97,38.2,56.82,58.5,Loamy,Low,High,Medium,27.22
34.83,7.57,2.22,68.39,28.1,80.76,Silty,Medium,Medium,High,33.59
36.52,7.26,1.66,46.89,48.57,18.38,Clay,Medium,Medium,Low,27.85
36.89,6.01,2.58,72.28,62.1,74.75,Clay,High,High,High,29.17
46.38,7.11,1.94,44.02,68.05,46.91,Clay,Medium,High,Medium,27.77
27.98,7.61,2.08,86.71,36.92,76.71,Sandy,High,Medium,High,31.41
67.5,5.97,1.92,97.09,10.53,29.1,Peaty,High,Low,Low,27.57
42.33,5.52,1.57,54.97,18.36,44.57,Loamy,Medium,Low,Medium,31.01
20.18,5.35,1.62,67.57,64.54,24.44,Sandy,Medium,High,Low,30.62
33.89,7.42,1.95,81.51,21.21,51.19,Loamy,High,Low,Medium,26.38
44.6,7.45,2.11,67.75,57.19,35.76,Silty,Medium,High,Medium,30.65
35.42,7.35,2.26,34.66,66.82,67.38,Loamy,Low,High,High,24.49
10.6,6.09,1.98,66.99,33.8,80.77,Sandy,Medium,Medium,High,28.88
49.5,6.08,2.46,72.82,59.76,84.71,Peaty,High,High,High,28.31
31.7,6.48,2.06,20.08,69.47,66.85,Loamy,Low,High,High,31.78
27.23,5.86,2.0,41.95,33.31,72.38,Loamy,Medium,Medium,High,32.4
56.29,5.97,2.31,85.79,40.32,61.77,Peaty,High,Medium,Medium,27.22
21.18,7.39,1.3,38.03,11.72,55.42,Sandy,Low,Low,Medium,25.62
11.31,7.16,1.12,43.88,25.58,27.21,Sandy,Medium,Medium,Low,27.35
19.13,6.72,1.47,56.61,19.44,47.05,Loamy,Medium,Low,Medium,28.22
63.06,7.98,2.73,96.69,58.94,54.68,Clay,High,High,Medium,29.58
51.75,7.29,2.51,77.93,47.83,71.59,Silty,High,Medium,High,27.99
46.15,6.06,1.54,20.35,26.45,42.62,Silty,Low,Medium,Medium,31.39
34.18,7.59,1.91,43.41,12.39,78.64,Loamy,Medium,Low,High,32.95
18.94,6.15,1.78,75.99,37.45,23.01,Loamy,High,Medium,Low,28.98
42.55,5.07,2.08,57.6,48.28,63.42,Silty,Medium,Medium,Medium,23.2
42.05,7.71,2.47,47.59,69.98,71.23,Loamy,Medium,High,High,24.6
35.2,5.54,1.9,68.33,25.24,63.32,Loamy,Medium,Medium,Medium,27.25
47.5,7.92,1.92,30.57,28.19,77.92,Silty,Low,Medium,High,23.94
30.65,5.35,1.3,71.98,18.92,15.33,Loamy,High,Low,Low,31.3
31.02,6.14,1.86,29.85,38.7,58.93,Clay,Low,Medium,Medium,22.54
19.48,7.22,2.24,50.63,56.09,84.37,Sandy,Medium,High,High,31.29
30.6,7.87,1.48,21.83,68.76,20.52,Silty,Low,High,Low,23.07
53.37,6.8,2.22,83.63,36.16,57.82,Silty,High,Medium,Medium,30.99
15.86,7.85,2.22,73.1,53.03,88.63,Sandy,High,High,High,33.11
28.16,6.47,2.53,93.69,46.58,74.38,Silty,High,Medium,High,26.48
33.25,7.77,1.89,61.09,40.56,71.3,Clay,Medium,Medium,High,27.75
67.44,5.92,2.03,39.35,15.83,67.58,Peaty,Low,Low,High,24.59
45.06,7.67,2.36,89.16,50.1,72.01,Clay,High,High,High,22.46
54.41,6.02,1.94,37.99,61.52,36.56,Peaty,Low,High,Medium,27.85
8.07,7.49,1.54,84.61,20.88,36.98,Sandy,High,Low,Medium,34.89
58.7,7.61,2.19,63.97,22.78,54.25,Clay,Medium,Low,Medium,31.28
14.31,7.08,1.07,40.67,16.18,34.12,Sandy,Medium,Low,Low,26.18
39.17,6.25,1.89,28.06,64.97,32.93,Silty,Low,High,Low,30.4
62.47,5.09,1.99,20.9,27.19,77.43,Peaty,Low,Medium,High,24.42
31.96,7.7,1.69,62.89,11.23,41.0,Silty,Medium,Low,Medium,26.02
63.59,6.73,1.84,58.92,10.76,32.64,Peaty,Medium,Low,Low,21.47
41.2,7.27,2.18,54.46,38.93,79.66,Loamy,Medium,Medium,High,26.6
31.26,7.93,1.67,54.82,27.27,38.69,Loamy,Medium,Medium,Medium,31.55
18.8,5.67,1.94,40.99,56.99,53.43,Loamy,Medium,High,Medium,25.75
36.8,5.79,2.44,64.52,52.65,89.42,Clay,Medium,High,High,25.87
41.75,7.71,1.82,66.6,33.41,30.39,Clay,Medium,Medium,Low,27.69
11.57,7.97,1.73,78.55,34.38,44.49,Sandy,High,Medium,Medium,30.31
50.49,7.07,2.51,74.81,49.73,66.59,Silty,High,Medium,High,33.49
26.28,7.58,1.34,31.93,29.11,19.37,Loamy,Low,Medium,Low,26.36
28.7,7.23,1.89,95.12,23.01,20.3,Silty,High,Low,Low,33.31
41.54,5.46,2.51,91.46,51.78,69.28,Clay,High,High,High,30.79
38.53,6.11,2.27,86.5,60.3,59.52,Loamy,High,High,Medium,31.19
14.95,5.23,1.72,60.39,38.56,66.94,Sandy,Medium,Medium,High,29.71
31.08,7.97,2.0,70.63,25.19,78.84,Silty,High,Medium,High,26.32
33.02,7.22,2.25,39.24,69.46,83.95,Loamy,Low,High,High,28.87
47.52,5.13,2.63,92.06,51.81,82.32,Clay,High,High,High,30.25
39.3,7.56,2.27,78.53,57.86,58.25,Loamy,High,High,Medium,23.28
18.62,6.99,1.55,42.75,57.94,31.29,Loamy,Medium,High,Low,30.18
58.17,6.75,2.25,77.43,19.29,72.38,Peaty,High,Low,High,20.69
46.98,7.72,1.92,30.64,47.79,48.21,Silty,Low,Medium,Medium,26.92
35.11,6.32,1.84,52.33,17.39,70.23,Clay,Medium,Low,High,28.77
51.06,7.03,1.91,68.12,24.99,16.79,Silty,Medium,Low,Low,28.61
45.48,7.06,1.82,68.93,28.4,16.65,Clay,Medium,Medium,Low,29.34
48.98,5.79,1.84,34.44,46.26,42.24,Clay,Low,Medium,Medium,30.4
66.66,5.05,2.58,97.7,35.76,67.37,Peaty,High,Medium,High,28.67
23.29,7.58,1.87,87.59,31.7,39.47,Sandy,High,Medium,Medium,30.84
40.71,6.16,1.81,69.52,55.66,26.19,Silty,Medium,High,Low,32.0
26.21,6.62,1.36,20.72,33.37,41.28,Loamy,Low,Medium,Medium,32.74
13.42,6.63,1.6,41.33,16.94,72.83,Sandy,Medium,Low,High,25.69
39.17,6.49,2.56,98.88,57.43,53.98,Clay,High,High,Medium,23.97
36.14,7.13,1.84,79.61,27.37,26.01,Silty,High,Medium,Low,30.88
50.12,5.48,2.66,72.13,66.1,63.27,Peaty,High,High,Medium,20.18
54.2,6.6,2.4,96.05,36.67,57.58,Peaty,High,Medium,Medium,20.52
42.75,5.62,1.78,45.12,25.5,44.21,Clay,Medium,Medium,Medium,31.43
72.5,7.55,2.17,21.89,53.62,61.66,Peaty,Low,High,Medium,23.39
32.67,5.82,1.47,20.26,38.03,20.94,Loamy,Low,Medium,Low,28.57
63.17,7.08,1.99,53.99,57.17,29.08,Clay,Medium,High,Low,31.24
23.95,5.45,2.39,98.59,56.92,51.97,Sandy,High,High,Medium,33.13
54.77,7.51,2.51,89.55,38.45,80.29,Peaty,High,Medium,High,27.97
23.07,7.83,1.94,45.23,55.42,55.62,Loamy,Medium,High,Medium,29.16
19.35,6.47,2.02,74.0,24.05,80.96,Sandy,High,Low,High,28.66
36.54,5.11,1.77,26.56,54.09,66.71,Silty,Low,High,High,30.57
27.44,6.67,2.42,90.27,44.02,73.26,Sandy,High,Medium,High,34.53
33.09,7.04,1.52,52.95,12.35,34.84,Clay,Medium,Low,Low,28.15
43.91,5.51,2.16,38.18,50.76,69.75,Loamy,Low,High,High,26.18
37.95,5.68,1.9,41.52,30.19,57.84,Silty,Medium,Medium,Medium,29.05
47.28,6.07,1.94,49.15,65.09,34.32,Silty,Medium,High,Low,28.09
22.08,6.75,1.78,70.25,23.35,53.67,Loamy,High,Low,Medium,26.47
43.49,7.91,1.97,72.53,16.65,54.42,Loamy,High,Low,Medium,25.08
69.73,6.69,2.79,79.87,59.33,66.4,Peaty,High,High,High,29.59
54.04,7.12,1.63,21.0,51.33,45.47,Clay,Low,High,Medium,31.16
63.44,7.23,2.18,31.75,25.26,68.8,Clay,Low,Medium,High,31.87
44.7,6.98,2.25,93.94,65.11,21.8,Clay,High,High,Low,23.85
23.93,5.41,1.53,86.25,26.05,29.07,Sandy,High,Medium,Low,26.06
27.17,5.35,1.43,77.68,20.88,24.75,Sandy,High,Low,Low,31.36
48.98,7.68,2.48,86.25,51.11,74.2,Peaty,High,High,High,25.02
30.8,6.21,2.11,68.54,22.75,73.4,Loamy,Medium,Low,High,26.38
20.82,7.47,2.29,99.71,52.93,62.77,Sandy,High,High,Medium,29.66
72.97,5.9,1.79,24.8,15.14,28.52,Peaty,Low,Low,Low,21.63
71.83,7.64,2.03,69.25,33.99,32.29,Peaty,Medium,Medium,Low,23.82
50.46,7.19,1.67,42.23,21.72,63.9,Clay,Medium,Low,Medium,24.47
45.05,7.55,1.84,62.62,33.27,29.67,Silty,Medium,Medium,Low,28.45
35.77,5.95,1.63,29.66,49.94,43.65,Clay,Low,Medium,Medium,31.64
27.06,5.81,2.05,97.56,22.47,43.38,Loamy,High,Low,Medium,24.82
54.33,7.25,2.43,80.05,52.53,45.66,Silty,High,High,Medium,27.97
26.88,7.9,1.65,42.14,37.3,46.56,Sandy,Medium,Medium,Medium,34.25
24.09,5.24,2.47,91.35,58.75,85.07,Sandy,High,High,High,36.3
37.44,5.61,2.3,65.85,29.07,80.31,Clay,Medium,Medium,High,25.36
18.29,7.53,1.35,52.42,40.54,15.38,Sandy,Medium,Medium,Low,25.04
29.44,6.19,2.3,71.52,49.62,64.22,Silty,High,Medium,Medium,25.34
14.21,7.48,1.42,36.36,34.2,42.62,Sandy,Low,Medium,Medium,31.34
49.85,5.36,1.48,50.41,31.28,16.76,Peaty,Medium,Medium,Low,24.83
21.08,5.27,1.8,45.1,60.17,69.94,Sandy,Medium,High,High,32.15
28.59,5.55,1.98,52.15,61.94,43.93,Silty,Medium,High,Medium,32.96
60.49,7.82,1.99,50.77,37.68,55.83,Clay,Medium,Medium,Medium,23.44
27.73,6.86,2.14,79.58,61.36,29.43,Silty,High,High,Low,23.31
44.3,7.92,1.41,49.69,15.54,34.57,Silty,Medium,Low,Low,29.85
34.99,7.77,1.43,32.87,31.31,33.68,Silty,Low,Medium,Low,24.84
29.41,6.64,1.63,69.3,15.2,25.89,Loamy,Medium,Low,Low,32.66
40.81,5.5,1.88,32.35,32.63,60.53,Clay,Low,Medium,Medium,26.73
18.04,7.77,1.37,22.71,53.18,18.91,Loamy,Low,High,Low,28.15
52.24,6.46,2.02,33.76,42.53,73.55,Silty,Low,Medium,High,27.67
53.81,5.57,1.78,39.48,21.79,54.79,Silty,Low,Low,Medium,33.33
55.86,5.35,1.9,63.92,16.08,55.86,Peaty,Medium,Low,Medium,20.78
